BorrowerState,EmploymentStatus,EmploymentStatusDuration,LoanOriginalAmount
IL,Full-time,152,4900
KY,Full-time,74,7000
NY,Employed,391,4000
CA,Not available,,3000
CA,Self-employed,149,5000
MN,Employed,12,5000
CO,Self-employed,46,8000
MI,Employed,197,4000
TX,Employed,128,2000
CA,Employed,117,12000
CA,Employed,97,23000
MI,Employed,35,8500
CO,Self-employed,66,6250
CO,Retired,257,5500
FL,Full-time,119,6000
CA,Employed,155,12000
WI,Employed,50,6000
OH,Full-time,127,3000
CA,Employed,63,6000
OR,Employed,80,3000
PA,Employed,39,4000
CA,Employed,200,25000
NY,Employed,76,20000
IL,Employed,14,20000
AK,Other,54,10000
VA,,,1250
NC,Employed,293,15000
GA,Employed,155,15000
NE,Employed,58,6000
NV,Employed,85,10000
OR,Full-time,29,4000
CA,Full-time,21,1000
NV,Employed,12,10000
NY,Employed,59,20000
NY,Employed,173,4000
VA,Employed,90,8500
OH,Employed,86,15000
,Full-time,44,9999
CA,Employed,26,4000
TX,Employed,345,5000
MD,Part-time,1,1750
CA,Employed,123,2500
PA,Employed,256,6000
MA,,,6001
IL,Full-time,200,10000
OR,Full-time,127,2000
TN,Employed,5,3000
AL,Employed,84,20000
,,,1000
GA,Full-time,32,9500
RI,Employed,44,3000
OR,Employed,4,10000
OH,Employed,240,6000
TX,Full-time,23,1010
FL,Employed,18,25000
CA,Employed,210,4000
CA,Full-time,326,2550
NJ,Employed,181,8000
CA,Full-time,147,5300
IL,Full-time,14,5000
NY,Employed,17,9000
WA,Employed,30,4000
NY,Employed,44,5000
NC,Employed,44,4000
OH,Full-time,273,5000
OH,Full-time,83,2000
NY,Employed,8,20000
OR,,,2200
GA,Employed,175,10000
AL,Employed,86,35000
NY,Other,165,20000
,,,1500
CT,Employed,84,4000
MA,Employed,118,10000
NJ,Employed,121,9000
WI,Self-employed,7,3000
CA,Employed,357,12000
FL,Employed,20,10000
UT,Full-time,131,13000
WA,Full-time,10,25000
IL,Employed,6,7000
TX,Full-time,19,2000
TN,Self-employed,90,15000
GA,Self-employed,9,8000
IA,Full-time,19,4000
NJ,Self-employed,79,4000
IL,Employed,8,15000
WA,Employed,68,15000
IL,Employed,394,5000
IA,Full-time,26,3500
AL,Employed,332,10000
CA,Employed,96,4500
IN,Full-time,30,20000
KS,Full-time,188,2000
CA,Employed,130,25000
IL,Employed,126,4000
CA,Part-time,4,10000
TX,Employed,173,3000
IL,Not available,,25000
PA,Employed,37,10000
CA,Not available,,3000
CA,Not available,,2550
NM,Full-time,0,2501
GA,Employed,25,10000
TN,Full-time,38,1800
MD,Employed,158,8000
OH,Other,42,3000
MD,Full-time,283,8500
PA,Employed,253,15000
NY,Employed,35,10000
AZ,Full-time,22,11499
CA,Employed,16,25000
CA,Employed,35,4000
NY,Employed,19,15000
FL,Not available,,1750
IL,Full-time,3,5000
CO,Employed,125,25000
CA,Employed,97,9000
NJ,Employed,19,3200
CA,Self-employed,40,2000
IN,Employed,44,7000
IL,Employed,280,3500
CA,Full-time,85,2500
TX,Full-time,5,13910
MD,Full-time,40,12000
TX,Employed,88,7500
VA,Employed,58,4000
TX,Employed,326,4000
CA,Employed,211,4000
,,,2500
TX,Employed,19,13000
TN,Employed,44,3500
TN,Self-employed,13,1200
ID,Full-time,30,5000
MA,Employed,419,10500
CO,Employed,22,4000
NJ,Employed,95,10000
LA,Employed,129,4000
NY,Employed,51,20000
AZ,Full-time,82,10000
IL,Full-time,6,15000
CA,Employed,8,4000
CA,Employed,100,5000
OH,Full-time,19,13000
IN,Employed,394,2000
MA,Employed,222,2000
CA,Employed,76,25000
LA,Other,41,14000
IL,Employed,194,9000
,,,3000
OR,Employed,27,5000
CO,Full-time,94,10000
OH,Employed,141,10000
IL,Full-time,53,1200
CA,Not available,,3000
NM,Employed,143,15000
IL,Full-time,71,2300
PA,Employed,3,15000
,Not available,,10000
IL,Full-time,179,10000
CA,Not available,,3000
NC,Employed,44,10000
MA,Employed,16,7500
NC,Employed,15,14500
IL,Full-time,249,6000
,Not available,,2450
NC,Full-time,11,3275
NJ,Self-employed,29,10000
PA,Full-time,162,7300
VA,Employed,68,3800
TX,Employed,288,4000
CA,Full-time,4,3900
MO,Full-time,5,1500
MI,Retired,5,1000
NY,Full-time,97,1000
GA,Not available,,10000
NJ,Employed,31,7000
PA,Employed,110,7000
SC,Full-time,129,4000
CA,Full-time,305,6000
VA,Full-time,40,5000
PA,Employed,163,12500
,Full-time,26,3000
TX,Employed,390,9000
MN,Employed,138,20000
IL,Not available,,2000
OH,Employed,73,4000
OH,Employed,170,15000
NC,Self-employed,50,13000
CO,Employed,52,2000
NJ,Employed,155,15000
OR,Full-time,118,5300
CA,Other,13,2000
MO,Employed,22,10000
PA,Employed,71,24000
IL,Employed,475,15000
CO,Full-time,67,2170
HI,Employed,27,15000
MD,Full-time,6,7500
NY,Employed,64,4000
MA,Other,0,4000
NE,Employed,130,7500
MN,Part-time,65,3000
,Not available,,2550
AZ,Employed,1,25000
CA,Employed,221,10000
MD,Employed,15,15000
MI,Employed,190,9500
TN,Full-time,355,1500
FL,Employed,114,15000
OH,Employed,164,15000
OK,Self-employed,3,5000
,Not available,,1000
KS,Employed,120,10000
IL,Employed,233,13534
AK,Employed,8,15000
CA,Employed,57,4000
VA,Employed,13,5000
OH,Employed,132,15000
NY,Employed,193,2000
NH,Employed,383,10000
CA,Employed,37,8500
MT,Full-time,123,4000
IN,Self-employed,276,15000
NY,Employed,61,14000
IL,Employed,196,25000
MA,Employed,8,15000
VA,Full-time,121,1000
AZ,Employed,23,5000
CA,Employed,65,25000
TX,Full-time,26,4000
CA,Full-time,71,6600
CA,Employed,4,2000
CA,Employed,82,15000
MS,Other,23,4000
CA,Employed,19,7500
WI,Employed,423,8500
CA,Employed,266,10000
OH,Employed,119,15000
TX,Other,33,10000
TX,Employed,105,15000
CA,Full-time,52,15000
NJ,Employed,25,4000
TX,Employed,224,17000
IL,Retired,76,12000
CA,Employed,74,3000
WI,Full-time,276,1000
NY,Employed,48,4500
OK,Employed,15,18000
TX,Employed,17,12000
CA,Employed,35,10000
AL,Employed,58,3500
OR,Employed,8,4000
TX,Full-time,118,9500
MI,Employed,128,2000
MO,Employed,123,4000
WA,Employed,340,20000
FL,Full-time,135,4000
IN,Employed,175,5000
NJ,Self-employed,137,15000
NY,Full-time,61,2500
TN,Employed,45,8000
KY,Self-employed,75,5000
NC,Employed,282,15000
CT,Employed,77,15000
OH,Employed,68,4000
CA,Employed,108,7500
MO,Full-time,39,2500
TX,Employed,62,10000
NC,Employed,98,7500
IL,Employed,145,4000
GA,Full-time,73,16800
LA,Employed,9,10500
,,,3001
FL,Not employed,1,1000
PA,Other,121,7500
MA,Employed,20,2800
OR,Employed,144,35000
,Not available,,2550
KS,Employed,198,18000
FL,Full-time,46,10000
IL,Employed,12,25000
DC,Other,127,15000
IL,Employed,57,4000
FL,Employed,29,10000
AZ,Employed,21,8500
KY,Employed,170,10000
FL,Employed,224,4000
TX,Employed,7,4000
NH,Employed,31,10000
TX,Employed,83,2000
FL,Employed,3,4000
IL,Full-time,5,6060
OH,Employed,298,2500
AK,Full-time,33,8000
NY,Employed,6,4500
WI,Self-employed,4,9000
DC,Full-time,532,4000
ID,Full-time,20,10000
LA,Other,84,4000
NY,Employed,148,20000
VA,Full-time,429,2000
IL,Employed,13,5000
SC,Employed,82,3000
SC,Full-time,20,7195
OH,Employed,117,10000
CO,Employed,55,6500
CA,Employed,72,15000
GA,Employed,37,4000
CA,Full-time,136,8500
MO,Other,8,4000
NY,Employed,164,4000
NC,Full-time,29,3000
OH,Full-time,37,9500
TX,Employed,89,10000
TX,Employed,93,15000
GA,Employed,139,5000
PA,Self-employed,4,8000
IA,Self-employed,20,10000
GA,Employed,9,15000
MD,Employed,269,5000
WI,Employed,280,15000
CA,,,2750
MI,Employed,10,20000
OH,Employed,85,10000
MD,Employed,275,11000
CA,Employed,22,22847
KS,Employed,66,2000
OR,Employed,43,2000
MD,Full-time,20,1000
WI,Employed,44,10000
CA,Not available,,5000
AZ,Not available,,3000
VA,Employed,110,10000
MN,Full-time,30,4000
MD,Employed,144,14924
NY,Employed,84,7000
TX,Employed,186,4000
CA,Full-time,98,5000
NY,Employed,63,15000
CA,Full-time,292,11000
CA,Not available,,9400
TX,,,2500
GA,Employed,271,7000
NM,Employed,30,11500
IN,Employed,144,5000
KS,Other,165,4000
,Full-time,124,5500
,Not available,,2550
,Full-time,0,5000
VA,Full-time,206,10000
NY,Retired,128,3000
MD,Employed,15,2000
AZ,Employed,119,4000
,Not available,,3500
WA,Employed,67,8500
VA,Employed,71,4000
ID,Employed,39,12000
TX,Employed,43,10000
MD,Employed,16,10000
WA,Employed,112,3000
CA,Part-time,3,10500
NY,Employed,410,5000
HI,Full-time,188,25000
NY,Other,0,2000
CA,Not available,,2550
TX,Employed,46,10000
MT,Employed,186,10000
CA,Employed,82,4000
NY,Self-employed,3,15000
CA,Self-employed,28,25000
PA,Self-employed,40,10000
GA,Self-employed,43,9982
CA,Employed,404,25000
NY,Employed,294,20000
,,,7500
AZ,Self-employed,79,4000
IL,Employed,149,10500
WI,Employed,46,9500
,Part-time,7,3500
MI,Self-employed,94,4000
CA,Employed,93,8000
CA,Employed,34,3000
AL,Employed,39,20000
KY,Employed,211,2500
NE,Employed,15,10000
NY,Employed,270,3000
CA,Full-time,60,4981
,Not available,,11000
OH,Employed,8,10000
OH,Employed,13,7000
NH,Employed,298,35000
MT,Full-time,27,1000
WA,Employed,7,8000
ID,Employed,230,15000
MS,Not available,,1000
IL,Retired,30,1000
PA,Employed,86,10000
FL,Employed,23,6000
CA,Employed,23,3500
SC,Employed,19,15000
WA,Employed,297,4000
OH,Employed,87,6000
PA,Employed,218,25000
GA,Full-time,15,3500
CA,Employed,75,4000
,Not available,,5000
WA,Employed,60,8000
CA,Employed,22,20000
FL,Employed,38,4000
TX,Employed,82,13039
OR,Employed,116,4000
TX,Employed,113,15000
TN,Employed,22,3000
MO,Full-time,18,4000
MN,Employed,44,10000
KY,Employed,10,4000
TX,,,3000
CO,Full-time,83,5500
DC,Employed,330,7500
TX,Employed,86,19066
ID,Other,0,4000
MI,Full-time,40,5000
GA,Self-employed,28,25000
CO,Employed,93,12000
AL,Employed,324,2500
WY,Full-time,226,11000
CO,Full-time,26,1000
NY,Employed,85,14000
NV,Other,182,4000
ID,Full-time,5,5000
TN,Full-time,64,7500
MI,Full-time,57,1000
TX,Employed,280,25000
WI,Employed,58,25000
CA,Employed,63,10000
NC,Employed,69,9000
NY,Employed,71,5000
HI,Employed,383,5000
WA,Employed,75,10000
GA,Other,0,4000
TX,Employed,123,1000
NY,Employed,2,1000
NJ,Employed,62,4000
CA,Self-employed,274,15000
NY,Employed,11,4000
NJ,Employed,79,7000
CA,Employed,142,14000
HI,Employed,55,22000
DC,Employed,92,4000
IN,Employed,274,25000
FL,Full-time,30,2000
FL,Full-time,43,2000
MS,Employed,71,5000
NY,Employed,193,22500
TX,Full-time,172,10000
TN,Employed,84,10000
NC,Full-time,4,2000
FL,Employed,55,4000
MD,Employed,23,2700
CA,Other,61,2000
NV,Employed,122,10000
GA,Employed,2,6000
,Not available,,5750
MD,Employed,306,11646
CA,Full-time,35,1500
CA,Employed,81,10000
TX,Not available,,8000
WA,Employed,111,3500
OR,Employed,212,15000
CA,Employed,95,7000
CA,Employed,11,7000
NJ,Employed,308,4000
CA,Employed,39,4000
CA,Part-time,25,6000
MI,Full-time,13,2000
IN,Employed,16,8000
OH,Employed,171,6000
NY,Employed,151,3475
,,,8500
NY,Employed,474,10000
IL,Employed,19,4000
MI,Employed,32,2000
CA,Employed,17,8500
MI,Employed,68,15000
,,,1000
UT,Employed,129,6000
,,,5000
DE,Employed,140,10000
CA,Employed,151,4000
OH,Employed,168,21500
GA,,,3001
NM,Employed,2,2500
MI,Employed,110,2000
MO,Full-time,11,1500
VA,Employed,1,7500
CA,Other,22,3000
NV,Employed,195,10000
FL,Employed,142,2500
RI,Employed,303,4500
MO,Not available,,1000
NC,Employed,114,5000
MA,Full-time,106,16250
NJ,Self-employed,6,5590
CA,Other,0,4000
CA,Employed,60,12000
KS,Employed,148,9000
CA,Employed,40,7500
MO,Other,174,5000
IN,Employed,189,8500
IL,Full-time,90,2000
TX,Full-time,179,1000
CO,Employed,179,5000
PA,Other,42,4000
NJ,Employed,66,3900
OR,Employed,399,2000
MD,Employed,338,3500
FL,Employed,85,12000
NY,Not employed,5,2500
MA,Employed,17,12000
GA,Full-time,74,2000
MN,Employed,26,3000
AL,Employed,46,2000
WV,Employed,131,8000
PA,Employed,341,15000
MN,Full-time,118,15000
CT,Employed,187,10000
OK,Retired,222,3000
NY,Employed,83,4000
WI,Full-time,207,16500
NJ,Full-time,43,7500
FL,Employed,40,20000
CT,Not available,,1700
OR,Full-time,62,12500
TX,Employed,60,12000
GA,Employed,60,7000
VA,Other,0,2000
,Not available,,1500
NY,Self-employed,73,15000
TX,Self-employed,41,3100
OH,Employed,122,10000
MA,Employed,100,10000
WA,Employed,144,4000
DC,Employed,38,4000
AR,Other,145,6000
,Not available,,4800
HI,Employed,125,15000
VT,Employed,187,15000
TX,Employed,8,13000
VA,Employed,327,3820
WI,Employed,2,4500
CA,Employed,223,10000
OR,Full-time,4,2400
CO,Employed,155,8000
MI,Full-time,88,15000
AZ,Full-time,3,15000
NJ,Full-time,42,1000
CA,Other,0,10000
CA,Not employed,16,2000
,,,25000
FL,Employed,44,12000
TX,Employed,6,15000
NV,Employed,174,10000
CA,Not available,,25000
,Not available,,1100
TX,Full-time,80,3000
FL,Employed,87,4524
OR,Full-time,127,5000
GA,Employed,165,10000
CA,Full-time,62,2600
FL,Employed,334,15000
VA,Employed,126,10000
KS,Employed,160,20000
WI,Full-time,311,7500
MI,Self-employed,176,4000
AZ,Self-employed,228,12000
FL,Self-employed,50,3000
GA,Full-time,8,15000
GA,Employed,4,15000
MN,Full-time,35,4000
NY,Full-time,3,1000
OH,Employed,117,2000
UT,Employed,3,9200
PA,Employed,170,20500
GA,Not employed,0,4500
CA,Employed,124,15000
WI,Employed,399,3000
KS,Employed,4,15000
CA,Full-time,26,5000
CA,Full-time,26,3280
NY,Employed,111,2500
FL,Employed,86,4500
FL,Employed,71,4000
TX,Self-employed,11,4000
TN,Employed,157,10000
WA,Full-time,1,3500
TX,Full-time,115,5000
GA,Full-time,118,4500
CA,Not available,,18000
NY,Employed,34,2000
AZ,Employed,18,20000
AL,Other,505,13730
AL,Employed,48,15000
TN,Employed,12,2000
,Not available,,9000
WI,Employed,51,20000
KY,Employed,173,8500
CA,Self-employed,235,4000
IL,Employed,96,3000
PA,Employed,92,4000
NY,Full-time,96,1000
NJ,Employed,191,4000
CA,Full-time,29,3000
IL,Employed,172,4000
TX,Employed,284,25000
IN,Other,116,10000
MI,Employed,320,7300
CA,Full-time,48,2000
MN,Employed,23,2000
CA,Self-employed,84,15000
GA,Full-time,12,3900
CT,Employed,13,15000
CO,Full-time,209,5000
CO,Full-time,61,8000
MO,Employed,216,1000
MS,Employed,3,8000
SC,Employed,98,10000
IN,Employed,4,4000
WI,Part-time,2,4000
OH,Employed,216,4000
MO,Employed,154,10000
NV,Employed,145,25000
CA,Full-time,244,25000
NH,Employed,108,3000
MI,Full-time,4,14000
MD,Employed,47,4500
CA,Employed,308,35000
AZ,Self-employed,53,8000
CA,Employed,61,4000
MA,Full-time,108,2500
VA,Employed,78,15000
NY,Full-time,25,7000
CO,Employed,333,15000
PA,Employed,40,4000
CA,Full-time,86,6500
IL,Full-time,94,12000
CA,Employed,12,13000
FL,Employed,140,15000
FL,Full-time,13,1460
FL,Employed,14,8000
OH,Full-time,38,5000
NH,Employed,51,3000
AR,Employed,247,4000
MI,Employed,47,9000
FL,Employed,199,4800
,Not available,,1000
OH,Employed,99,4500
FL,Employed,6,4000
MO,Full-time,20,5500
MA,Employed,201,15000
HI,Employed,120,20000
MI,Full-time,48,2500
CA,Self-employed,157,6000
OH,Employed,61,15000
TX,Employed,354,4000
NY,Full-time,25,2000
MD,Employed,339,4000
MI,Employed,423,10000
FL,Employed,39,7827
NC,Employed,184,4000
WI,Self-employed,15,15000
OH,Part-time,22,1575
FL,Employed,5,8000
WA,Employed,54,7000
FL,Full-time,34,2000
GA,Full-time,14,4000
GA,Employed,191,10000
FL,Employed,45,15000
TX,Employed,7,10000
NC,Self-employed,2,10000
IL,Employed,55,13000
MO,Employed,168,15000
CA,Employed,66,19000
NV,Employed,118,6000
IL,Full-time,22,4200
AL,Employed,110,18000
NJ,Employed,65,3600
,Not available,,10000
FL,Full-time,108,5000
OH,Employed,72,25000
CA,Employed,66,25000
NY,Full-time,73,24000
CA,Employed,207,15000
MO,Employed,197,3000
MD,Employed,43,4000
FL,Full-time,43,1500
IL,Employed,24,9500
VA,Employed,66,20000
TX,Employed,351,2500
TX,Employed,13,6000
AR,Employed,120,5000
TN,Full-time,11,10000
OK,Full-time,37,2500
CA,Full-time,197,1000
AZ,Full-time,13,6500
FL,Employed,26,15000
TX,Self-employed,21,5000
MA,Full-time,29,1500
CA,Full-time,34,3500
CA,Full-time,47,4100
CA,Employed,34,15000
WA,Not employed,50,5000
CA,Employed,76,10000
RI,Employed,45,4000
IL,Full-time,58,3000
,Not available,,5255
MD,Employed,68,15000
CA,Employed,32,5000
KY,Full-time,45,2500
OH,Employed,55,3000
IN,Not available,,2000
TX,Other,7,3000
GA,Not available,,3001
CT,Employed,77,12000
IL,Self-employed,77,5000
IL,Full-time,197,6750
CA,Employed,79,15000
,Full-time,9,2000
NJ,Employed,2,25000
MI,Employed,5,4000
AR,Full-time,17,5000
SC,Full-time,166,3200
NY,Employed,36,15000
CA,Employed,65,5000
NY,Other,363,5000
TN,Employed,49,10000
UT,Employed,5,4000
MT,Employed,4,4000
NJ,Full-time,3,5800
OH,Full-time,17,17000
MA,Employed,164,5000
CA,Full-time,13,2560
CA,Employed,20,15000
TN,Employed,60,15000
NH,Employed,198,6000
CA,Full-time,7,5000
CA,Full-time,107,10000
TX,Employed,9,15000
TX,Employed,309,4000
IL,Full-time,6,1750
TN,Employed,66,15000
TX,Employed,17,10000
OR,Employed,44,3000
NJ,Employed,170,10000
IL,Full-time,85,1996
NY,Full-time,3,5000
KY,Employed,166,20000
TX,Employed,185,6000
NC,Not available,,1000
MI,Self-employed,177,10000
FL,Self-employed,85,4000
IL,Employed,181,3500
HI,Employed,303,10000
NJ,Employed,35,2000
TX,Full-time,65,25000
SC,Employed,150,4000
NJ,Employed,124,4000
NY,Employed,54,15000
CT,Employed,18,15000
CA,Employed,20,4000
OR,Full-time,11,4000
FL,Employed,19,4500
IL,Full-time,36,7500
MA,Full-time,29,2000
OK,Employed,102,5000
PA,Employed,99,15000
MA,Full-time,52,1000
IN,Other,99,4000
NY,Full-time,441,7500
,,,4150
OH,Employed,162,10000
,Not available,,2550
PA,Employed,10,15000
MO,Other,0,3000
,Full-time,3,25000
NY,Employed,70,9000
MA,Employed,12,3000
AR,Full-time,23,1500
TX,Self-employed,74,15000
NE,Employed,151,6000
NY,Employed,0,4000
,Not available,,1500
NV,Employed,53,7500
GA,Full-time,295,3001
MD,Employed,4,6000
,Not available,,2900
NY,Full-time,6,2300
IL,Other,0,20000
OR,Employed,96,10000
NY,Full-time,35,3000
OH,Employed,150,15000
VA,Employed,18,4000
IL,Employed,17,4000
MI,Employed,3,18000
,,,3000
NJ,Employed,378,5000
WA,Employed,145,7000
TN,Full-time,125,14500
WA,Employed,103,20000
CA,Other,224,3100
RI,Employed,212,4000
NY,Full-time,32,2000
GA,Full-time,64,10000
OH,Employed,34,4000
MD,Employed,127,15000
WI,Employed,16,25000
IL,Not available,,3000
NJ,Employed,34,25000
MI,Employed,298,2500
GA,Employed,95,12000
MA,Employed,14,7000
MI,Employed,18,15000
MI,Full-time,236,18000
IL,Employed,110,14000
DC,Employed,104,3500
TN,Employed,6,4000
PA,Full-time,22,1000
AZ,Full-time,13,8000
MI,Employed,24,3000
NJ,Employed,183,15000
MD,Employed,296,10000
FL,Employed,97,15000
FL,Employed,136,10000
TX,Not available,,5000
IN,Employed,90,2000
NJ,Employed,86,2800
CO,Full-time,18,3000
VA,Employed,92,25000
CA,Employed,62,15000
CA,Employed,4,4000
IL,Employed,27,4500
CA,Self-employed,19,15000
,Full-time,13,5000
AK,Full-time,4,7000
WI,Full-time,8,7075
FL,Self-employed,70,15000
NY,Self-employed,15,3000
NJ,Employed,105,3000
CA,Employed,34,19000
OR,Employed,88,1000
CA,Full-time,81,15000
GA,Employed,38,9500
NY,Employed,104,25000
PA,Employed,58,10000
CA,Employed,49,4000
CA,Full-time,67,15000
TX,Employed,32,6000
MA,Not available,,7000
NY,Employed,284,25000
OH,Employed,25,20000
CA,Employed,164,4000
CA,Other,444,35000
WA,Employed,17,2000
,Not available,,12500
NC,Employed,293,15000
,Not available,,1600
OH,Employed,3,4000
,Not available,,2550
GA,Employed,160,10000
MA,Employed,226,20000
AZ,Employed,5,5000
OH,Employed,64,2000
TX,Employed,4,15000
IL,Employed,195,12000
GA,Self-employed,150,10000
NY,Employed,290,13000
MN,Full-time,197,5000
VA,Employed,8,2500
CA,Employed,5,22500
MI,Employed,212,2000
MD,Employed,362,14184
MI,Employed,47,10000
LA,Employed,42,4000
TX,Full-time,39,7500
OR,Employed,229,4000
OH,Employed,100,20000
OK,Employed,25,15000
AR,Employed,3,10000
MO,Employed,132,10000
NH,Employed,128,15000
MI,Employed,112,10000
NH,Employed,21,7500
OH,Full-time,8,3000
CA,Employed,70,3000
CA,Employed,111,15000
VA,Employed,51,4000
VA,Employed,73,4000
NC,Employed,57,4000
NC,Employed,51,13000
CT,Employed,23,7000
GA,Self-employed,57,5000
CA,Full-time,220,8500
,Not available,,6500
OH,Employed,41,15000
NC,Full-time,50,20000
FL,Not available,,1000
SD,Employed,11,7000
PA,Employed,40,7500
VT,Employed,314,15000
MD,Full-time,43,6500
TX,Other,44,5000
CA,Employed,174,6000
CA,Employed,36,15000
NY,Full-time,14,1000
FL,Not available,,3000
FL,Employed,127,14500
NV,Employed,35,14000
CA,Full-time,85,3200
LA,Employed,487,2700
AK,Employed,57,21000
NY,Other,0,4000
MD,Employed,153,20000
AK,Full-time,132,23000
KS,Employed,73,5000
CA,Employed,0,3000
OR,Full-time,20,4000
CT,Employed,315,25000
CA,Full-time,8,3000
MA,Employed,84,7000
OH,Employed,332,4000
LA,Employed,201,9000
CA,Self-employed,4,7000
AZ,Not employed,18,4900
MA,Employed,95,8500
CA,Self-employed,112,2500
NJ,Full-time,305,6000
OR,Full-time,53,5000
MD,Employed,54,5000
MA,Full-time,32,5000
CA,Employed,46,10000
KS,Employed,65,7777
GA,Retired,46,10000
NJ,Employed,14,2500
NY,Not available,,4000
IL,Employed,20,6000
NY,Full-time,64,2000
FL,Employed,45,7500
,Full-time,115,2500
IA,Full-time,66,5000
TX,Employed,27,10000
CA,Full-time,3,15000
NE,Employed,26,6500
GA,Employed,48,4000
ME,Retired,3,4000
MS,Employed,38,25000
AL,Employed,228,15000
CA,Full-time,155,4000
MN,Self-employed,186,8000
FL,Self-employed,213,5000
NM,Employed,12,4000
CO,Employed,140,5500
OH,Other,279,2000
TX,Employed,140,25000
NY,Not employed,113,4000
CT,Employed,125,4000
MA,Employed,96,9000
IL,Full-time,183,4000
MN,Full-time,111,1000
TN,Self-employed,97,10000
NJ,Employed,145,4000
CA,Full-time,118,3000
MA,Other,62,2000
TN,Employed,124,3000
CA,Employed,200,11500
OR,Full-time,25,1000
NY,Employed,342,8500
DE,Employed,303,13000
FL,Employed,94,7000
NY,Employed,25,10000
VA,Other,0,10000
,Full-time,0,3000
NY,Other,0,4000
NJ,Employed,15,4000
WI,Employed,217,15000
MI,Employed,13,2500
TX,Other,60,3000
MI,Employed,14,3000
CA,Employed,47,2000
SD,Employed,24,10500
HI,Employed,60,10000
NY,Employed,222,10000
VA,Employed,60,10000
FL,Employed,129,10000
AK,Employed,17,5000
FL,Employed,117,18500
NM,Employed,83,10000
OR,Full-time,5,1000
CA,Employed,74,15000
NY,Employed,112,4000
CA,Full-time,75,15000
NE,Part-time,8,5000
CA,Self-employed,171,10000
HI,Not available,,2200
NY,Employed,35,10000
PA,Full-time,57,7500
AR,Employed,27,22000
UT,Other,54,4500
TN,Employed,1,25000
VA,Employed,310,5000
TN,Employed,107,15000
NY,Full-time,157,4000
